OBJECTID,HSISID,Name,Address 1,Address 2,City,State,Postal Code,Phone Number,Restaurant Open Date,Facility Type,Longitude,Latitude,geo_point_2d
1106,04092017623,"PRO'S EPICUREAN MARKET   CAFE",211 E CHATHAM ST,,CARY,NC,27511,(919) 377-1788,2017-06-20,1 - Restaurant,-78.77801935,35.78798892,"35.78799599981719, -78.7780220026638"
1160,04092017728,WHOLE FOODS MARKET #10611 SPECIALTY,5055 ARCO ST,,CARY,NC,27519,(984) 228-0300,2017-11-03,1 - Restaurant,-78.88191823,35.83348308,"35.83349016139615, -78.8819209102438"
1206,04092017829,DUNKIN DONUTS #347837,3511 KILDAIRE FARM RD,,CARY,NC,27518,(919) 367-9949,2018-04-24,1 - Restaurant,-78.79278394,35.70189503,"35.70190208344232, -78.7927865865394"
1217,04092017853,ONCE IN A BLUE MOON BAKERY AND CAFE,115 W CHATHAM ST,,CARY,NC,27511-3318,(919) 319-6554,2018-05-30,1 - Restaurant,-78.78179868,35.78682784,"35.78683491607134, -78.78180133181297"
1230,04092017895,ANJAPPAR,101 LEDGESTONE WAY,,CARY,NC,27519,,2018-07-26,1 - Restaurant,-78.84803883,35.79230834,"35.79231541314684, -78.84804149954364"
1256,04092017941,MCDONALDS #11523,1805 N HARRISON AVE,,CARY,NC,27513-3902,(919) 677-1424,2018-09-28,1 - Restaurant,-78.76916277,35.82979316,"35.829800246036804, -78.76916541681447"
1284,04092017994,BULDAEGI BBQ HOUSE,2470 WALNUT ST,,CARY,NC,27518,(919) 703-0400,2018-12-07,1 - Restaurant,-78.74427277,35.7532321,"35.75323917336935, -78.74427541319983"
1291,04092018007,SUSHI AT THE PARK,1163 PARKSIDE MAIN ST,,CARY,NC,27519,(984) 333-0199,2018-12-03,1 - Restaurant,-78.88929615,35.84835999,"35.848367078137315, -78.88929884121994"
1319,04092018076,"JERSEY MIKE'S #3005",957 HIGH HOUSE RD,,CARY,NC,27513,(919) 461-0660,2019-03-20,1 - Restaurant,-78.82820426,35.78724984,"35.78725691037071, -78.82820692498896"
1331,04092018101,CAVA GRILL #087,2001 WALNUT ST,SUITE 100,CARY,NC,27518,,2019-05-14,1 - Restaurant,-78.7414297,35.75881135,"35.75881841935425, -78.74143233508646"
1348,04092018135,CHAR-GRILL CARY,3635 SW CARY PKY,,CARY,NC,27513,(919) 461-7112,2019-07-11,1 - Restaurant,-78.83800517,35.78179735,"35.78180441901703, -78.83800784077582"
1399,04092018235,AMBERLY LOCAL,718 SLASH PINE DR,,CARY,NC,27519,(919) 650-2546,2019-11-19,1 - Restaurant,-78.90892881,35.83075801,"35.83076508964281, -78.9089315027874"
1450,04092018350,TROPICAL SMOOTHIE CAFE NC24,228 CROSSROADS BLVD,,CARY,NC,27518,(919) 651-8379,2020-04-15,1 - Restaurant,-78.73871469,35.76064643,"35.76065349732471, -78.73871732686946"
1503,04092018436,GREAT HARVEST BREAD CO.,1240 NW MAYNARD RD,,CARY,NC,27513,(919) 460-8158,2020-08-13,1 - Restaurant,-78.80932559,35.78486593,"35.784873000153084, -78.8093282515348"
1524,04092018474,SEOUL GARDEN,815 W CHATHAM ST,,CARY,NC,27511,(919) 234-6002,2020-11-02,1 - Restaurant,-78.79538501,35.78006842,"35.78007549713417, -78.79538767093698"
1526,04092018476,ISTANBUL RESTAURANT   CAFE,914 KILDAIRE FARM RD,,CARY,NC,27511-3923,(919) 651-9608,2020-11-02,1 - Restaurant,-78.78206468,35.7733466,"35.77335367047442, -78.78206733501904"
1559,04092018540,JORDAN OAKS,10820 PENNY RD,,CARY,NC,27518,(919) 387-8250,2021-02-22,1 - Restaurant,-78.79550126,35.71734903,"35.71735609012469, -78.79550391582336"
1562,04092018544,MASA SUSHI   RAMEN,2757 NC 55 HWY,,CARY,NC,27519,(919) 629-7100,2021-02-24,1 - Restaurant,-78.87279008,35.78531559,"35.785322664891474, -78.87279275737052"
1578,04092018576,"WENDY'S #1349",1343 KILDAIRE FARM RD,,CARY,NC,27511,(919) 467-1407,2021-03-24,1 - Restaurant,-78.78290918,35.7598376,"35.759844670197865, -78.78291182682152"
1646,04092018669,BURGER KING #9362,1711 N HARRISON AVE,,CARY,NC,27513-2406,(919) 677-8895,2021-07-01,1 - Restaurant,-78.77022476,35.82885666,"35.82886374307739, -78.77022741616888"
1653,04092018679,POTBELLY SANDWICH SHOP,1108 PARKSIDE MAIN ST,,CARY,NC,27519,(919) 650-3920,2021-07-13,1 - Restaurant,-78.88929615,35.84835999,"35.848367078137315, -78.88929884121994"
1679,04092018718,LA GRASSA PASTIFICIO,908 NE MAYNARD RD,,CARY,NC,27513,(984) 465-0594,2021-10-05,1 - Restaurant,-78.76838418,35.80043542,"35.800442496958084, -78.76838683271491"
1687,04092018736,HIBACHI 88,675 MILLS PARK DR,,CARY,NC,27519,(919) 267-9988,2021-11-16,1 - Restaurant,-78.89712107,35.80863492,"35.80864200000044, -78.8971237547297"
114,04092012067,KABUKI JAPANESE STEAK HOUSE,220 NOTTINGHAM DR,,CARY,NC,27511,(919) 380-8081,1997-06-26,1 - Restaurant,-78.74295028,35.76835892,"35.76836599423899, -78.74295291652557"
173,04092013232,NAKATO EXPRESS,1262 NW MAYNARD RD,,CARY,NC,27513,(919) 463-7677,2000-11-08,1 - Restaurant,-78.80932559,35.78486593,"35.784873000153084, -78.8093282515348"
192,04092013423,JOHN DEERE CAFE,2000 EVANS RD,,CARY,NC,27513-2008,(919) 804-2509,2001-10-03,1 - Restaurant,-78.80087076,35.82273725,"35.82274432912475, -78.80087342239712"
251,04092013835,STARBUCKS COFFEE #8545,125 WESTON PKY,,CARY,NC,27513,(919) 677-6104,2003-07-10,1 - Restaurant,-78.77115668,35.82699559,"35.82700267089776, -78.7711593348941"
265,04092013915,BONEFISH GRILL,2060 RENAISSANCE PARK PL,,CARY,NC,27513,(919) 677-1347,2003-10-22,1 - Restaurant,-78.77115668,35.82699559,"35.82700267089776, -78.7711593348941"
267,04092013935,"PAPA JOHN'S",238 GRANDE HEIGHTS DR,,CARY,NC,27511,(919) 462-1441,2003-11-13,1 - Restaurant,-78.78059125,35.80471168,"35.80471875401835, -78.78059390784402"
324,04092014425,GREEK FIESTA AT CROSSROADS,319 CROSSROADS BLVD,,CARY,NC,27518,(919) 851-7995,2005-10-25,1 - Restaurant,-78.73871469,35.76064643,"35.76065349732471, -78.73871732686946"
388,04092014863,LIFE CAFE,1700 REGENCY PKY,,CARY,NC,27511,(919) 460-8340,2007-05-09,1 - Restaurant,-78.78729435,35.73333076,"35.73333782658473, -78.78729700554602"
417,04092015047,LA COCINA,100 MACGREGOR PINES DR,,CARY,NC,27511,(919) 467-0780,2008-01-16,1 - Restaurant,-78.82002625,35.74468186,"35.744688921481256, -78.82002891577221"
448,04092014709,BISCUITVILLE #175,2820 NC HWY 55,,CARY,NC,27519,(919) 362-8034,2006-11-19,1 - Restaurant,-78.87065399,35.78860236,"35.788609434227766, -78.87065667397704"
466,04092015299,SPRING KITCHEN,10110 GREEN LEVEL CHURCH RD,,CARY,NC,27519,(919) 462-1388,2008-12-05,1 - Restaurant,-78.90107972,35.82060442,"35.82061149665113, -78.9010824133322"
482,04092015380,CROSSROADS STADIUM 20 UNIT #1874,501 CAITBOO AVE,,CARY,NC,27518,(919) 816-0220,2009-04-13,1 - Restaurant,-78.73520486,35.75834301,"35.75835008408412, -78.73520749377498"
516,04092015601,STAMMTISCH CAFE,215 GREGSON DR,,CARY,NC,27511,(919) 461-6033,2010-03-26,1 - Restaurant,-78.80333201,35.73531135,"35.7353184135325, -78.80333467044377"
531,04092015654,CRAFT PUBLIC HOUSE,1040 TRYON VILLAGE DR,STE 601,CARY,NC,27518,(919) 851-9173,2010-05-04,1 - Restaurant,-78.7446922,35.74631027,"35.74631733506105, -78.74469483518695"
1718,04092018774,DAVE AND BUSTER 169,1111 WALNUT ST,,CARY,NC,27511,(919) 535-6800,2022-01-11,1 - Restaurant,-78.76025643,35.77376876,"35.77377583202283, -78.76025907795274"
1841,04092018945,SUPERICA,25 FENTON MAIN ST,STE 110,CARY,NC,27511,(919) 443-0746,2022-09-18,1 - Restaurant,-78.75852986,35.78087951,"35.78088658725803, -78.75853250296632"
1979,04092019130,CAFE SOUL CUPS,643 MILLS PARK DR,,CARY,NC,27519-6574,,2023-05-24,1 - Restaurant,-78.89712107,35.80863492,"35.80864200000044, -78.8971237547297"
2006,04092019165,GLENAIRE EXPANSION CAFE,111 W CORNWALL RD,,CARY,NC,27511,,2023-07-12,1 - Restaurant,-78.78313909,35.77392319,"35.773930257638504, -78.78314174561001"
2054,04092019218,"RIGO'S PIZZERIA",1260 NW MAYNARD RD,,CARY,NC,27513,(919) 319-3232,2023-09-22,1 - Restaurant,-78.80932559,35.78486593,"35.784873000153084, -78.8093282515348"
2070,04092019236,THE PALM,740 SE MAYNARD RD,,CARY,NC,27511,,2023-10-19,1 - Restaurant,-78.76337152,35.77004201,"35.77004907765205, -78.76337416781436"
2088,04092019255,THE ALBATROSS,140 E CHATHAM ST,,CARY,NC,27511,,2023-11-15,1 - Restaurant,-78.77981401,35.78711559,"35.78712266425099, -78.77981666462455"
2152,04092019334,X GOLF CARY,107 EDINBURGH SOUTH DR,STE 101A,CARY,NC,27511,(919) 234-1036,2024-01-11,1 - Restaurant,-78.79806693,35.73669743,"35.73670449695699, -78.79806958624583"
2169,04092019353,HIGH VIEW - SOLEIL,19001 SEARSTONE DR,,CARY,NC,27513,,2024-03-26,1 - Restaurant,-78.84474841,35.78853893,"35.78854600594238, -78.8447510779452"
2215,04092019402,BRUNCHES AT CROSSROADS,200 CROSSROADS BLVD,SUITE 100,CARY,NC,27518,(919) 726-6261,2024-05-18,1 - Restaurant,-78.74109703,35.76025118,"35.76025825176365, -78.74109967100205"
2226,04092019418,KEBAB SKEWER,6446 TRYON RD,,CARY,NC,27511,(919) 322-1535,2024-06-03,1 - Restaurant,-78.76155635,35.7455991,"35.74560616778627, -78.76155899197015"
2243,04092019431,"JIMMY JOHN'S #895",8204 TRYON WOODS DR,STE 118,CARY,NC,27518,(919) 859-7377,2024-06-13,1 - Restaurant,-78.74322595,35.74716476,"35.74717183250092, -78.74322858915211"
2245,04092019437,"JIMMY JOHN'S #3436",2012 BOULDERSTONE WAY,,CARY,NC,27519,(919) 461-0171,2024-06-18,1 - Restaurant,-78.84859333,35.79156092,"35.79156799389908, -78.84859600625032"
2257,04092019450,NAOS,2800 RENAISSANCE PARK PL,,CARY,NC,27513,,2024-06-25,1 - Restaurant,-78.77263084,35.82860491,"35.82861199444374, -78.77263349179107"
2312,04092020122,"HAN-DEE HUGO'S #41",103 SW MAYNARD RD,,CARY,NC,27511-4401,(919) 467-8963,1991-05-06,2 - Food Stands,-78.78225469,35.77096943,"35.77097649732661, -78.7822573408382"
2323,04092020845,"PAPA JOHN'S",6470 TRYON RD,,CARY,NC,27511-7050,(919) 851-5656,1998-06-29,2 - Food Stands,-78.76135102,35.74433027,"35.74433733531937, -78.7613536679515"
2402,04092021193,HARRIS TEETER #112 MEAT MARKET/SEAFOOD,270 GRANDE HEIGHTS DR,,CARY,NC,27513,(919) 460-4326,2003-06-24,2 - Food Stands,-78.78059125,35.80471168,"35.80471875401835, -78.78059390784402"
2457,04092021399,HARRIS TEETER #138 MEAT/SEAFOOD,98 CORNERSTONE DR,,CARY,NC,27519,(919) 467-1259,2006-09-05,2 - Food Stands,-78.85187774,35.79044484,"35.790451910630374, -78.8518804185753"
2460,04092020944,WHOLE FOODS MARKET PRODUCE SHOP,102  NEW WAVERLY PLACE,#B,CARY,NC,27511,(919) 816-8830,2000-05-09,2 - Food Stands,-78.77852676,35.7366694,"35.73667646297901, -78.77852940387797"
2462,04092021080,"DOMINO'S PIZZA #5505",1367 SE MAYNARD,,CARY,NC,27511,(919) 469-1115,2001-07-12,2 - Food Stands,-78.76396578,35.78832929,"35.788336364638724, -78.76396842685072"
2463,04092021200,THOMAS BROOKS PARK,111 BROOKS PARK LN,,CARY,NC,27519,(919) 621-8410,2003-06-23,2 - Food Stands,-78.89953003,35.79556683,"35.795573899276825, -78.8995327150806"
2477,04092021455,LIFETIME FITNESS BISTRO (OUTSIDE),1700 REGENCY PKY,,CARY,NC,27511,(919) 467-7779,2007-05-31,2 - Food Stands,-78.78729435,35.73333076,"35.73333782658473, -78.78729700554602"
2497,04092021523,NEW SUPER GROCERY   FRESH HALAL MEAT,748 E CHATHAM ST,UNIT G,CARY,NC,27511,(919) 463-0450,2008-04-14,2 - Food Stands,-78.76514284,35.79157176,"35.791578838482266, -78.76514549164654"
2528,04092021609,"KICKER'S KITCHEN",201 SOCCER PARK  DR,,CARY,NC,27513,(919) 452-8931,2010-03-19,2 - Food Stands,-78.7543031,35.78579334,"35.78580041861132, -78.75430574611234"
2552,04092021701,"PAPA JOHN'S",5007 WINSTON HILL DR,,CARY,NC,27513,(919) 380-7272,2012-02-16,2 - Food Stands,-78.84641274,35.79047276,"35.7904798325596, -78.84641540759054"
2582,04092021792,HARRIS TEETER #236 - DELI,"7145 O'KELLY CHAPEL RD",,CARY,NC,27519,(919) 465-9432,2014-06-06,2 - Food Stands,-78.8882479,35.8441495,"35.844156586889284, -78.88825059273711"
2585,04092021794,HARRIS TEETER #236 - MEAT/SEAFOOD,"7145 O'KELLY CHAPEL RD",,CARY,NC,27519,,2014-06-06,2 - Food Stands,-78.8882479,35.8441495,"35.844156586889284, -78.88825059273711"
2617,04092021872,FOOD LION #2198 PRODUCE,8745 HOLLY SPRINGS RD,,CARY,NC,27539,(919) 362-1738,2015-09-09,2 - Food Stands,-78.77345985,35.69264269,"35.69264974901359, -78.77346249748932"
2657,04092021924,FOOD LION #624 PRODUCE,2458 SW CARY PKY,,CARY,NC,27513,(919) 481-0052,2015-12-09,2 - Food Stands,-78.82085568,35.76364284,"35.7636499105793, -78.82085834054683"
2660,04092021929,CIRCLE  K #3488,1032 N HARRISON  AVE,,CARY,NC,27513,(919) 468-9848,2016-02-26,2 - Food Stands,-78.78236218,35.80446001,"35.80446708983279, -78.78236483854795"
2671,04092021943,CIRCLE K #2720823,5801  TRYON  RD,,CARY,NC,27518,(919) 859-5800,2016-02-17,2 - Food Stands,-78.73858469,35.74523768,"35.74524474287575, -78.73858732920056"
2682,04092021954,EDIBLE ARRANGEMENTS #365-CARY,207 CROSSROADS BLVD,,CARY,NC,27511,(919) 851-7065,2016-04-15,2 - Food Stands,-78.73871469,35.76064643,"35.76065349732471, -78.73871732686946"
2697,04092021987,SGD TOFU HOUSE,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 535-5900,2016-12-22,2 - Food Stands,-78.84865558,35.78922067,"35.78922774315409, -78.84865825132587"
2699,04092021992,H MART KANGNAM TOWN,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 535-5900,2016-12-22,2 - Food Stands,-78.84865558,35.78922067,"35.78922774315409, -78.84865825132587"
2787,04092025275,LOVE BAO TAIWANESE KITCHEN,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 622-3586,2019-07-22,2 - Food Stands,-78.84865558,35.78922067,"35.78922774315409, -78.84865825132587"
2789,04092025280,HARRIS TEETER #494 PRODUCE,1273 NW MAYNARD RD,,CARY,NC,27513,,2019-08-26,2 - Food Stands,-78.81194009,35.78535151,"35.785358580623, -78.81194275167114"
2790,04092025281,HARRIS TEETER #494 MEAT/SEAFOOD,1273 NW MAYNARD RD,,CARY,NC,27513,,2019-08-26,2 - Food Stands,-78.81194009,35.78535151,"35.785358580623, -78.81194275167114"
2805,04092025328,WEGMANS #139 MEAT/SEAFOOD/DELI/CHEESE/VEG/FRUIT PR,3710 DAVIS DR,,CARY,NC,27519,(919) 415-0210,2020-11-02,2 - Food Stands,-78.85023041,35.82831809,"35.82832516808825, -78.85023308320056"
2811,04092025334,MAT-JIB,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 969-3614,2020-12-16,2 - Food Stands,-78.84865558,35.78922067,"35.78922774315409, -78.84865825132587"
2848,04092025426,"PAPA JOHN'S 5184",10236 GREEN LEVEL CHURCH RD,,CARY,NC,27519,(919) 439-2074,2022-03-08,2 - Food Stands,-78.9017133,35.82482525,"35.82483232975483, -78.90171599077536"
2882,04092025507,CHICKEN BEE,1961 HIGH HOUSE RD,,CARY,NC,27519,(984) 480-8576,2023-04-10,2 - Food Stands,-78.84865558,35.78922067,"35.78922774315409, -78.84865825132587"
3141,04092050015,CARY ACADEMY CAFETERIA,1500 N HARRISON AVE,,CARY,NC,27513-5549,(919) 228-4696,1997-09-15,5 - Private Schools Lunchroom,-78.76821234,35.81996575,"35.81997283271582, -78.76821499386469"
3165,04092110012,CARY SENIOR HIGH CAFETERIA,638 WALNUT ST,,CARY,NC,27511-4224,(919) 460-3549,1991-09-17,11 - Public School Lunch,-78.76625093,35.7715101,"35.771517167664285, -78.76625358087912"
3214,04092110100,WEATHERSTONE ELEM. SCH. CAFETERIA,1000 OLDE WEATHERSTONE WAY,,CARY,NC,27513,(919) 380-6985,1995-09-05,11 - Public School Lunch,-78.81014084,35.79244392,"35.792451000117715, -78.81014350588215"
3259,04092110150,CARPENTER ELEMENTARY SCHOOL CAFETERIA,2100 MORRISVILLE PKY,,CARY,NC,27519,(919) 462-6785,2004-08-04,11 - Public School Lunch,-78.8668844,35.81490775,"35.814914832569066, -78.86688708100746"
3312,04092110512,WHITE OAK ELEMENTARY SCHOOL CAFETERIA,1512 WHITE OAK CHURCH RD,,CARY,NC,27523,(919) 694-0202,2016-08-12,11 - Public School Lunch,-78.92177114,35.7805826,"35.78058967041482, -78.92177383232396"
3317,04092110517,GREEN LEVEL HIGH SCHOOL CAFETERIA,7600 ROBERTS RD,,CARY,NC,27519,(919) 694-8222,2017-05-16,11 - Public School Lunch,-78.89827815,35.77347067,"35.77347774227944, -78.89828084073216"
3363,04092160042,CARY HEALTH   REHAB FOOD SERVICE,6590 TRYON RD,,CARY,NC,27511,(919) 851-8000,2003-06-13,16 - Institutional Food Service,-78.76593661,35.74356552,"35.74357258691713, -78.76593925105996"
3373,04092160065,BROOKDALE CARY FOOD SERVICE,7870 CHAPEL HILL RD,,CARY,NC,27573,(919) 852-1355,2008-09-19,16 - Institutional Food Service,-78.76164335,35.79641192,"35.79641899405809, -78.76164600012703"
3428,04092300171,FOOD LION #40 MEAT MARKET,980 KILDAIRE FARM RD,,CARY,NC,27511-3923,(919) 467-4168,2000-07-01,30 - Meat Market,-78.78312327,35.77217526,"35.77218232916313, -78.78312592447953"
3460,04092300267,PUBLIX #1466 MEAT,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014-10-28,30 - Meat Market,-78.84558557,35.79325258,"35.79325965906674, -78.84558824551502"
3474,04092300288,CARY AFRICAN AND CARIBBEAN MARKET,1435 SE MAYNARD ST,,CARY,NC,27511,(919) 462-3500,2019-04-05,30 - Meat Market,-78.76417976,35.79106743,"35.79107450311451, -78.7641824080084"
3598,04092019561,MEET XI AN,2753 NC HWY 55,,CARY,NC,27519,(919) 387-9599,2024-11-25,1 - Restaurant,-78.87109717,35.78605676,"35.78606383622574, -78.87109984971075"
3601,04092019573,DUNKIN #362566,510 OPTICAL LN,SUITE 101,CARY,NC,27513,,2024-12-12,1 - Restaurant,-78.79666259,35.79956267,"35.79956974886929, -78.79666525164357"
3611,04092025650,LAZZA PIZZA,645 MILLS PARK DR,,CARY,NC,27519,(919) 367-6027,2024-12-20,2 - Food Stands,-78.89712107,35.80863492,"35.80864200000044, -78.8971237547297"
3649,04092019602,BRIXX WOOD FIRED PIZZA,1111 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 674-4388,2025-01-27,1 - Restaurant,-78.88929615,35.84835999,"35.848367078137315, -78.88929884121994"
3749,04092019669,THE BLAIR MEMORY CARE CENTER OF CARY,809 W CHATHAM ST,,CARY,NC,27511,,2025-04-21,1 - Restaurant,-78.79327717,35.78204035,"35.782047418900696, -78.79327982621133"
3759,04092019676,"HARVY'S ICE CREAM & PIZZA",2763 NC 55 HWY,,CARY,NC,27519,(919) 367-6358,2025-04-30,1 - Restaurant,-78.87279008,35.78531559,"35.785322664891474, -78.87279275737052"
3767,04092019679,MY DESSERTS,90 CORNERSTONE DR,,CARY,NC,27519,,2025-05-05,1 - Restaurant,-78.85232883,35.79108618,"35.79109325697711, -78.85233150918012"
3778,04092019688,BEIJING CAFE,740 E CHATHAM ST,STE D-E,CARY,NC,27511,(919) 678-3111,2025-05-12,1 - Restaurant,-78.7669176,35.79077934,"35.7907864192227, -78.766920251914"
3788,04092019695,PINEAPPLE SOL,302 COLONADES WAY,STE 109,CARY,NC,27518,(919) 746-0888,2025-05-19,1 - Restaurant,-78.77756452,35.73853427,"35.73854133532604, -78.77756716738376"
3898,04092019771,SHINMAI KUMO,1010 TRYON VILLAGE DR,STE 705,CARY,NC,27518,,2025-08-05,1 - Restaurant,-78.74535336,35.74636309,"35.74637016160855, -78.74535600002137"
3913,04092019781,SIMMER COFFEE HOUSE,726 SLASH PINE DR,,CARY,NC,27519,,2025-08-11,1 - Restaurant,-78.90892881,35.83075801,"35.83076508964281, -78.9089315027874"
3914,04092019783,THE ONE NINE,4220 NW CARY PKWY,,CARY,NC,27513,,2025-08-07,1 - Restaurant,-78.82705558,35.79085051,"35.79085758124295, -78.82705825084703"
3970,04092019816,LAWRENCE BARBECUE,150 E CEDAR ST,,CARY,NC,27511,,2025-09-15,1 - Restaurant,-78.77959226,35.78790734,"35.787914412942975, -78.77959490713518"
3990,04092019826,IHOP #3307,1301 KILDAIRE FARM RD,,CARY,NC,27511,(919) 469-1835,2025-09-30,1 - Restaurant,-78.78262718,35.76147493,"35.761481999420695, -78.78262983525833"
4013,04092019846,LA PIZZA,336 SEMBLER LN,,CARY,NC,27519,,2025-10-20,1 - Restaurant,-78.90353622,35.82486983,"35.824876910118476, -78.90353891061324"
4081,04092019894,POKEWORKS,7169 OKELLY CHAPEL RD,,CARY,NC,27519,(919) 237-3623,2025-12-04,1 - Restaurant,-78.8882479,35.8441495,"35.844156586889284, -78.88825059273711"
2005,04092019164,BARNES AND NOBLE CAFE,1311 KILDAIRE FARM RD,,CARY,NC,27511,(984) 208-5938,2023-07-12,1 - Restaurant,-78.78193785,35.75976468,"35.759771748933424, -78.78194049746463"
2008,04092019168,TEN SECONDS,986 HIGH HOUSE RD,,CARY,NC,27513,(919) 264-9302,2023-07-20,1 - Restaurant,-78.82691634,35.78842126,"35.78842833559435, -78.82691900326957"
2039,04092019202,SILK ROAD UZBEK CUISINE,4224 NW CARY PKWY,,CARY,NC,27513,(919) 377-2244,2023-09-12,1 - Restaurant,-78.82751593,35.79057967,"35.7905867422602, -78.82751859286685"
2064,04092019228,GOLDEN HEX,1200 NW MAYNARD RD,,CARY,NC,27513,(919) 946-2649,2023-09-29,1 - Restaurant,-78.80932559,35.78486593,"35.784873000153084, -78.8093282515348"
2089,04092019254,DUNKIN DONUTS #350706,10030 GREEN LEVEL CHURCH RD,STE 800,CARY,NC,27519,(984) 344-4333,2023-11-13,1 - Restaurant,-78.90107972,35.82060442,"35.82061149665113, -78.9010824133322"
2143,04092019324,HOOKY ENTERTAINMENT,1140 PARKSIDE MAIN ST,,CARY,NC,27519,(919) 234-5200,2024-03-04,1 - Restaurant,-78.88929615,35.84835999,"35.848367078137315, -78.88929884121994"
2173,04092019357,HONG KONG,3490 KILDAIRE FARM RD,STE 190,CARY,NC,27518,(919) 303-8278,2024-04-01,1 - Restaurant,-78.79564018,35.70596311,"35.7059701674902, -78.79564282957766"
2263,04092019457,NEPAL HOUSE,941 N HARRISON AVE,,CARY,NC,27513,,2024-07-09,1 - Restaurant,-78.78451819,35.80143568,"35.80144275476601, -78.7845208415064"
2279,04092019477,BREAK TIME BILLIARDS,6442 TRYON RD,,CARY,NC,27518,,2024-08-05,1 - Restaurant,-78.76155635,35.7455991,"35.74560616778627, -78.76155899197015"
2280,04092019476,ZEST CARY,175 E CHATHAM ST,,CARY,NC,27511,,2024-08-05,1 - Restaurant,-78.77927544,35.78764667,"35.78765374834607, -78.77927808933998"
2281,04092019479,THE POKE REPUBLIC,5036 ARCO ST,,CARY,NC,27519,,2024-08-05,1 - Restaurant,-78.88191823,35.83348308,"35.83349016139615, -78.8819209102438"
2302,04092019504,VIDA DULCE,836 E CHATHAM ST,,CARY,NC,27511,,2024-09-11,1 - Restaurant,-78.76088327,35.79050976,"35.79051683877531, -78.76088591912385"
2401,04092021190,HARRIS TEETER #112 DELI,270 GRANDE HEIGHTS DR,,CARY,NC,27513,(919) 460-4326,2003-06-23,2 - Food Stands,-78.78059125,35.80471168,"35.80471875401835, -78.78059390784402"
2455,04092021397,HARRIS TEETER #138 PRODUCE,98 CORNERSTONE DR,,CARY,NC,27519,(919) 467-1259,2006-09-05,2 - Food Stands,-78.85187774,35.79044484,"35.790451910630374, -78.8518804185753"
2473,04092021439,SEA DEPOT SEAFOOD MARKET,750-G E CHATHAM ST,,CARY,NC,27511,(919) 469-8889,2007-03-12,2 - Food Stands,-78.76514284,35.79157176,"35.791578838482266, -78.76514549164654"
2492,04092021508,HARRIS TEETER #330 DELI,1151  TRYON VILLAGE DR,,CARY,NC,27518,(919) 233-3476,2008-02-21,2 - Food Stands,-78.74322595,35.74716476,"35.74717183250092, -78.74322858915211"
2493,04092021510,HARRIS TEETER #330 MEAT/SEAFOOD,1151 TRYON VILLAGE  DR,,CARY,NC,27518,(919) 233-3476,2008-02-21,2 - Food Stands,-78.74322595,35.74716476,"35.74717183250092, -78.74322858915211"
2516,04092021584,HARRIS TEETER #331 PRODUCE,3430 TEN TEN RD,,CARY,NC,27518,(919) 387-8272,2009-09-24,2 - Food Stands,-78.79278394,35.70189503,"35.70190208344232, -78.7927865865394"
2577,04092021780,CATERING BY DESIGN,132 KILMAYNE DR,,CARY,NC,27511-4465,(919) 481-2366,2014-01-16,2 - Food Stands,-78.7839781,35.76971952,"35.76972658674307, -78.78398075744285"
2591,04092021814,HARRIS TEETER #430 - DELI,885 WALNUT ST.,,CARY,NC,27511,(919) 481-4251,2014-10-15,2 - Food Stands,-78.76562102,35.77485801,"35.77486508330142, -78.76562366458889"
2592,04092021815,HARRIS TEETER #430 - PRODUCE,885 WALNUT ST,,CARY,NC,27511,(919) 481-4251,2014-10-15,2 - Food Stands,-78.76562102,35.77485801,"35.77486508330142, -78.76562366458889"
2594,04092021818,PUBLIX #1466 SEAFOOD,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014-10-28,2 - Food Stands,-78.84558557,35.79325258,"35.79325965906674, -78.84558824551502"
2602,04092021836,FOOD LION #727 DELI,900 NE MAYNARD RD,,CARY,NC,27513,(919) 460-6274,2015-02-27,2 - Food Stands,-78.76838418,35.80043542,"35.800442496958084, -78.76838683271491"
2674,04092021947,HARRIS TEETER #331 STARBUCKS,3430 TEN TEN RD,,CARY,NC,27518,(391) 938-8272,2016-02-26,2 - Food Stands,-78.79278394,35.70189503,"35.70190208344232, -78.7927865865394"
2683,04092021961,PUBLIX #1520 MEAT/SEAFOOD,3480 KILDAIRE FARM RD,,CARY,NC,27518,(919) 303-4024,2016-05-23,2 - Food Stands,-78.79652285,35.70711427,"35.707121329408686, -78.79652549975759"
2686,04092021963,PUBLIX #1520 DELI,3480 KILDAIRE FARM RD,,CARY,NC,27518,(919) 303-4024,2016-05-23,2 - Food Stands,-78.79652285,35.70711427,"35.707121329408686, -78.79652549975759"
2706,04092021997,H MART SEAFOOD DEPARTMENT,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 535-5900,2016-12-22,2 - Food Stands,-78.84865558,35.78922067,"35.78922774315409, -78.84865825132587"
